,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.625,0.6666666666666666,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,0.5416666666666666,0.4166666666666667,0.7916666666666666
CC,0.5625,,0.5,0.6458333333333334,0.4791666666666667,0.5416666666666666,0.5416666666666666,0.4791666666666667,0.4791666666666667,0.6041666666666666,0.6041666666666666
GD,0.5,0.4423076923076923,,0.46153846153846156,0.5192307692307693,0.46153846153846156,0.5576923076923077,0.5769230769230769,0.38461538461538464,0.5769230769230769,0.5384615384615384
JM,0.5,0.5833333333333334,0.5,,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5833333333333334,0.4166666666666667,0.4166666666666667
JR,0.525,0.6,0.5,0.375,,0.525,0.6,0.475,0.375,0.45,0.5
JS,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,,0.5,0.4166666666666667,0.4166666666666667,0.5,0.5
ML,0.5,0.475,0.525,0.475,0.55,0.575,,0.5,0.5,0.475,0.525
NL,0.5833333333333334,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.5277777777777778,0.5555555555555556,0.4722222222222222,,0.5,0.4722222222222222,0.4722222222222222
RK,0.48333333333333334,0.43333333333333335,0.5333333333333333,0.5666666666666667,0.5,0.5166666666666667,0.5166666666666667,0.5166666666666667,,0.5,0.48333333333333334
SC,0.4583333333333333,0.5208333333333334,0.5208333333333334,0.5,0.5208333333333334,0.4375,0.5208333333333334,0.5208333333333334,0.5208333333333334,,0.5416666666666666
YY,0.625,0.4583333333333333,0.4583333333333333,0.5208333333333334,0.5,0.5,0.4375,0.4166666666666667,0.4791666666666667,0.5208333333333334,
