,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.5625,0.75,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.7083333333333334,0.65625,0.5833333333333334,0.65625
CC,0.6666666666666666,,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6071428571428571,0.625,0.625,0.6666666666666666,0.625
CG,0.6666666666666666,0.5625,,0.8,0.6666666666666666,0.6666666666666666,0.625,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.625,0.6666666666666666,0.6875
GD,0.75,0.65625,0.75,,0.625,0.75,0.6666666666666666,0.8333333333333334,0.6785714285714286,0.625,0.59375,0.5833333333333334,0.65625
JM,0.75,0.59375,0.75,0.8,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.625,0.625,0.6666666666666666,0.6875
JR,0.75,0.5625,0.75,0.8,0.6666666666666666,,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.625,0.625,0.6666666666666666,0.6875
JS,0.6666666666666666,0.5625,0.75,0.8,0.6666666666666666,0.6666666666666666,,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.625,0.6666666666666666,0.6875
ML,0.6666666666666666,0.5625,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6785714285714286,0.625,0.625,0.6666666666666666,0.65625
NL,0.75,0.53125,0.75,0.75,0.5833333333333334,0.75,0.625,0.8333333333333334,,0.5833333333333334,0.625,0.5833333333333334,0.65625
RK,0.75,0.59375,0.75,0.75,0.7083333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7142857142857143,,0.625,0.6666666666666666,0.6875
SC,0.6666666666666666,0.5625,0.75,0.75,0.625,0.75,0.7083333333333334,0.8333333333333334,0.7142857142857143,0.625,,0.75,0.65625
TP,0.6666666666666666,0.59375,0.75,0.8,0.6666666666666666,0.75,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.625,0.625,,0.65625
YY,0.75,0.5625,0.6666666666666666,0.75,0.625,0.75,0.625,0.8333333333333334,0.7142857142857143,0.75,0.625,0.5833333333333334,
